,Title,Rating,Rating Count and Reviews,Current Price,Original Price,Discount,Processor,RAM Capacity,Operating System,SSD Capacity,Screen Size
101,HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 250 G8 Thin and Light Laptop,4.1,895 Ratings&72 Reviews,"₹31,990","₹44,253",27% off,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
102,HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq5138tu Thin and Light Laptop,4.2,"5,495 Ratings&483 Reviews","₹36,999","₹51,134",27% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display
103,HP Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq3066TU Thin and Light Lapt...,3.8,832 Ratings&67 Reviews,"₹28,490","₹31,964",10% off,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
104,HP Pavilion (2024) AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) 15-eh1047AU Thin and...,4.2,29 Ratings&2 Reviews,"₹52,990","₹64,094",17% off,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
105,ASUS Vivobook 14 (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322...,4.1,399 Ratings&41 Reviews,"₹38,990","₹57,990",32% off,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
106,Primebook MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Android 11) Wifi Thin and Light Laptop,4.2,186 Ratings&35 Reviews,"₹12,990","₹18,990",31% off,MediaTek MT8183 Processor,4 GB DDR4 RAM,Android Operating System,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
107,ASUS AMD Ryzen 5 10th Gen 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ541WS Notebook,,,"₹43,890","₹70,990",38% off,AMD Ryzen 5 Processor (10th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
108,HP Chromebook (2024) MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook,3.8,"5,118 Ratings&472 Reviews","₹10,990","₹34,554",68% off,MediaTek MT8183 Processor,4 GB LPDDR4X RAM,Chrome Operating System,29.46 cm (11.6 Inch) Display,1 Year Carry-in Warranty
109,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,4,116 Ratings&6 Reviews,"₹40,490","₹65,690",38% off,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
110,"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/W...",4.3,104 Ratings&12 Reviews,"₹82,990","₹1,18,990",30% off,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
111,Apple Macbook Air (2023) Apple M2 - (8 GB/256 GB SSD/macOS Ventura) MQKW3HN/A,4.7,248 Ratings&22 Reviews,"₹1,22,990","₹1,24,900",1% off,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,256 GB SSD,38.86 cm (15.3 Inch) Display
112,ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,4.2,5 Ratings&1 Reviews,"₹71,990","₹87,990",18% off,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
113,ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,3.8,433 Ratings&66 Reviews,"₹33,990","₹60,999",44% off,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
114,Lenovo Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82TW0019IH Laptop,4.1,63 Ratings&2 Reviews,"₹47,190","₹99,999",52% off,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display
115,Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,4.6,56 Ratings&17 Reviews,"₹29,990","₹54,990",45% off,Intel Core i3 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display
116,ASUS Vivobook 16X Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,4.3,34 Ratings&1 Reviews,"₹69,990","₹86,990",19% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display
117,ZEBRONICS Pro Series Z Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 5S Th...,3.9,217 Ratings&17 Reviews,"₹40,990","₹78,999",48% off,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
118,SAMSUNG Galaxy Book Go Qualcomm Snapdragon 7c Gen 2 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NP340...,3.9,397 Ratings&67 Reviews,"₹28,990","₹47,990",39% off,Qualcomm Snapdragon 7c Gen 2 Processor,4 GB LPDDR4X RAM,Windows 11 Operating System,35.56 cm (14 Inch) Display,Office Home and Student 2021
119,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home...,4.3,502 Ratings&49 Reviews,"₹65,990","₹94,990",30% off,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
120,,,,,,,,,,,
121,,,,,,,,,,,
122,,4.2,,,,17% off,,,,,
123,,,,,,,,,,,
124,,,,,,,,,,,
125,,,,,,,,,,,
126,,,,,,,,,,,
127,HP AMD Ryzen 3 Quad Core 5300u - (8 GB/512 GB SSD/Windows 11 Home) 247 G8 Laptop,,,"₹39,631",,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display
128,HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,4.3,401 Ratings&21 Reviews,"₹57,990","₹76,354",24% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
129,Acer Aspire 7 (2024) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,4.2,"1,712 Ratings&145 Reviews","₹62,990","₹84,999",25% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
130,Infinix Y1 Plus Neo Intel Intel Celeron Quad Core 11th Gen JSL N5100 - (8 GB/512 GB SSD/Windows 11 Hom...,4,"4,254 Ratings&584 Reviews","₹22,990","₹39,990",42% off,Intel Celeron Quad Core Processor (11th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.01 cm (15.36 inch) Display
131,HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5006TU Thin and Light Laptop,4.1,266 Ratings&13 Reviews,"₹36,390","₹49,691",26% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
132,Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,3.4,56 Ratings&3 Reviews,"₹43,990","₹64,990",32% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
133,HP 240 G9 Intel Core i3 12th Gen 1215 - (8 GB/512 GB SSD/Windows 11 Home) 240 G9 Laptop,3.8,86 Ratings&2 Reviews,"₹32,490","₹58,990",44% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display
134,ASUS VivoBook 15 (2022) Intel Celeron Quad Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) X515MA-BR011...,4,319 Ratings&34 Reviews,"₹20,990","₹33,990",38% off,Intel Celeron Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display
135,DELL Vostro Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Thin and Lig...,3.3,15 Ratings&1 Reviews,"₹38,499","₹69,599",44% off,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
136,Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 Thin and...,,,"₹39,990","₹55,090",27% off,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
137,MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.2,102 Ratings&14 Reviews,"₹54,990","₹70,990",22% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
138,Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Z2-493 Thin and Light Lapt...,4,509 Ratings&56 Reviews,"₹25,990","₹39,999",35% off,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display
139,WINGS Nuvobook S2 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows ...,4.1,928 Ratings&150 Reviews,"₹24,990","₹52,999",52% off,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
140,Acer Aspire 3 Backlit Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin an...,4.2,62 Ratings&5 Reviews,"₹29,990","₹44,000",31% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
141,MSI Modern 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-289IN T...,4.1,68 Ratings&8 Reviews,"₹51,990","₹77,990",33% off,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
142,Acer Aspire 7 (2024) Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,4.2,"2,083 Ratings&185 Reviews","₹51,990","₹83,999",38% off,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
143,Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,4.2,379 Ratings&46 Reviews,"₹66,990","₹1,00,690",33% off,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
144,Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,3.9,196 Ratings&17 Reviews,"₹39,990","₹64,999",38% off,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
145,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) NP550 Thin and ...,4.3,"3,459 Ratings&341 Reviews","₹52,990","₹82,990",36% off,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
146,Lenovo V15 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Thin and Light L...,4.2,"1,303 Ratings&125 Reviews","₹34,800","₹69,525",49% off,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
147,Acer Swift Go 14 OLED 2024 EVO Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) SFG1...,4.3,95 Ratings&9 Reviews,"₹67,990","₹1,06,999",36% off,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,35.56 cm (14 inch) Display
148,DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3525 Laptop,3.8,30 Ratings&2 Reviews,"₹35,990","₹49,477",27% off,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
149,Acer AMD Ryzen 3 Quad Core 5300U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop,4,3 Ratings&0 Reviews,"₹31,990","₹41,999",23% off,AMD Ryzen 3 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
150,Lenovo V14 G3 (82TSA01KIH) Intel Core i3 12th Gen 1213U - (8 GB/512 GB SSD/DOS) V14 Laptop,3.8,69 Ratings&6 Reviews,"₹30,800","₹45,999",33% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,DOS Operating System,512 GB SSD,35.56 cm (14 inch) Display
151,,,,,,,,,,,
152,,,,,,,,,,,
153,,4.3,,,,24% off,,,,,
154,,,,,,,,,,,
155,,,,,,,,,,,
156,,,,,,,,,,,
157,,,,,,,,,,,
158,Lenovo LOQ (2024) AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,4.5,76 Ratings&13 Reviews,"₹77,990","₹1,08,990",28% off,AMD Ryzen 7 Octa Core Processor,24 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
159,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) E510MA-EJ021WS T...,4,587 Ratings&42 Reviews,"₹26,990","₹38,990",30% off,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
160,ASUS Vivobook 15X (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ3...,4.2,101 Ratings&11 Reviews,"₹40,780","₹58,990",30% off,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
161,DELL Dell Inspiron 3520 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 352...,4.3,246 Ratings&33 Reviews,"₹36,890","₹51,587",28% off,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
162,Apple 2023 MacBook Pro Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MR7J3HN/A,4.1,7 Ratings&2 Reviews,"₹1,59,699","₹1,69,900",6% off,Apple M3 Processor,8 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,35.56 cm (14 Inch) Display
163,Apple 2022 MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A,4.6,197 Ratings&10 Reviews,"₹1,08,990","₹1,19,900",9% off,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,34.54 cm (13.6 Inch) Display
164,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,4.2,257 Ratings&16 Reviews,"₹40,999","₹50,843",19% off,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
165,Apple 2022 MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,4.8,91 Ratings&7 Reviews,"₹1,08,990","₹1,19,900",9% off,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,34.54 cm (13.6 Inch) Display
166,Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,3.9,196 Ratings&17 Reviews,"₹34,800","₹59,990",41% off,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
167,Lenovo AMD Ryzen 3 Quad Core 7330 U - (8 GB/512 GB SSD/DOS) Thinkbook 15 Business Laptop,3.5,10 Ratings&0 Reviews,"₹29,999","₹59,900",49% off,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
168,Apple 2022 MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,4.7,107 Ratings&8 Reviews,"₹1,08,990","₹1,19,900",9% off,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,34.54 cm (13.6 Inch) Display
169,Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14AMN8 Thin and ...,,,"₹32,990","₹53,090",37% off,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
170,ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504F...,4.4,"1,542 Ratings&144 Reviews","₹46,990","₹74,990",37% off,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
171,HP 250 G9 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/DOS) 7M659PA Laptop,3.8,28 Ratings&2 Reviews,"₹31,890","₹43,188",26% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,DOS Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
172,DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,4,536 Ratings&39 Reviews,"₹46,460","₹62,626",25% off,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,Graphics & Keyboard: Integrated & Standard Keyboard,"Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border",Intel Core i5 Processor (12th Gen)
173,ASUS Vivobook S15 OLED Intel EVO H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11...,4.3,49 Ratings&3 Reviews,"₹78,990","₹1,16,990",32% off,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
174,MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,4.2,900 Ratings&109 Reviews,"₹41,990","₹55,990",25% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
175,Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) THINKBOOK 16 G6 IRL 5 Thin an...,4.1,21 Ratings&3 Reviews,"₹57,490","₹97,200",40% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
176,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...,3.8,9 Ratings&0 Reviews,"₹42,990","₹61,790",30% off,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
177,HP AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/DOS) 247 G8 Thin and Light Laptop,3.9,7 Ratings&0 Reviews,"₹30,999","₹50,258",38% off,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,DOS Operating System,512 GB SSD,35.56 cm (14 inch) Display
178,Acer Predator Neo (2023) Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphic...,4.5,83 Ratings&6 Reviews,"₹1,19,990","₹1,59,999",25% off,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
179,ASUS Vivobook Go 15 (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ3...,4.2,"4,024 Ratings&417 Reviews","₹34,990","₹50,990",31% off,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
180,ASUS Vivobook 16X Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) K36...,,,"₹69,990","₹80,990",13% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
181,Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics...,,,"₹72,990","₹1,18,890",38% off,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
182,,,,,,,,,,,
183,,,,,,,,,,,
184,,4.4,,,,37% off,,,,,
185,,,,,,,,,,,
186,,,,,,,,,,,
187,,,,,,,,,,,
188,,,,,,,,,,,
189,Acer Aspire 3 Backlit Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin an...,4.5,13 Ratings&3 Reviews,"₹31,990","₹48,000",33% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
190,HP 15s Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light L...,4.1,387 Ratings&35 Reviews,"₹50,990","₹73,400",30% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
191,MSI GF63 Intel Core i5 12th Gen 12450H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,4.4,205 Ratings&25 Reviews,"₹71,990","₹1,14,990",37% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 Inch) Display
192,ASUS Pro P5 Intel Core i5 8th Gen 8265U - (8 GB/1 TB HDD/Windows 10 Pro) Pro P5 P5440FA Thin and Light...,,,"₹50,223","₹81,990",38% off,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display
193,Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXV3HN/A,4.5,211 Ratings&15 Reviews,"₹1,07,990","₹1,14,900",6% off,Apple M3 Processor,8 GB Unified Memory RAM,Mac OS Operating System,256 GB SSD,33.02 cm (13 Inch) Display
194,Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,4.4,18 Ratings&2 Reviews,"₹86,690","₹1,21,690",28% off,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,Windows 11 Operating System,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display
195,SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,4.5,250 Ratings&23 Reviews,"₹67,990","₹82,789",17% off,Intel Core i5 Processor (13th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
196,ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/1 TB SSD/Windows 11 Home...,4.1,34 Ratings&0 Reviews,"₹58,990","₹81,990",28% off,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
197,ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11...,4.4,"4,000 Ratings&401 Reviews","₹67,990","₹98,990",31% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
198,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,3.8,987 Ratings&94 Reviews,"₹15,990","₹32,990",51% off,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,Chrome Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
199,Acer Chromebook (2024) Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C...,3.7,345 Ratings&21 Reviews,"₹16,990","₹33,999",50% off,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty
200,DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,3.9,144 Ratings&7 Reviews,"₹48,490","₹65,973",26% off,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
